"Dataset","Number of the triple","Time"
"result","226","1.5678133964538574"
"result","227","1.5678367614746094"
"result","228","1.5678741931915283"
"result","229","1.5678834915161133"
"result","230","1.5679056644439697"
"result","231","1.5679421424865723"
"result","232","1.5679516792297363"
"result","233","1.5679662227630615"
"result","234","1.5679991245269775"
"result","235","1.5680086612701416"
"result","236","1.568028450012207"
"result","237","1.568063735961914"
"result","238","1.56807279586792"
"result","239","1.5680952072143555"
"result","240","1.568129062652588"
"result","241","1.5681352615356445"
"result","242","1.5681493282318115"
"result","243","1.5681769847869873"
"result","244","1.5681824684143066"
"result","245","1.5681941509246826"
"result","246","1.5682215690612793"
"result","247","1.5682308673858643"
"result","248","1.5682523250579834"
"result","249","1.5682857036590576"
"result","250","1.5683231353759766"
"result","251","1.5683503150939941"
"result","252","1.5683879852294922"
"result","253","1.5683975219726562"
"result","254","1.5684185028076172"
"result","255","1.5684564113616943"
"result","256","1.5684659481048584"
"result","257","1.5684897899627686"
"result","258","1.5685253143310547"
"result","259","1.5685350894927979"
"result","260","1.568556785583496"
"result","261","1.5685834884643555"
"result","262","1.568589448928833"
"result","263","1.568608283996582"
"result","264","1.5686426162719727"
"result","265","1.5686521530151367"
"result","266","1.5686726570129395"
"result","267","1.5687041282653809"
"result","268","1.5687134265899658"
"result","269","1.5687346458435059"
"result","270","1.5687694549560547"
"result","271","1.5687785148620605"
"result","272","1.5687992572784424"
"result","273","1.5688345432281494"
"result","274","1.5688440799713135"
"result","275","1.5688667297363281"
"result","276","1.5689001083374023"
"result","277","1.568906307220459"
"result","278","1.5689187049865723"
"result","279","1.568938970565796"
"result","280","1.5689442157745361"
"result","281","1.568955659866333"
"result","282","1.5689735412597656"
"result","283","1.5689783096313477"
"result","284","1.5689888000488281"
"result","285","1.5690083503723145"
"result","286","1.5690138339996338"
"result","287","1.5690240859985352"
"result","288","1.5690410137176514"
"result","289","1.5690457820892334"
"result","290","1.569056749343872"
"result","291","1.5690734386444092"
"result","292","1.5690784454345703"
"result","293","1.569089412689209"
"result","294","1.5691065788269043"
"result","295","1.5691113471984863"
"result","296","1.569122076034546"
"result","297","1.5691397190093994"
"result","298","1.5691444873809814"
"result","299","1.5691566467285156"
"result","300","1.569173812866211"
"result","301","1.569178581237793"
"result","302","1.5691890716552734"
"result","303","1.5692057609558105"
"result","304","1.5692105293273926"
"result","305","1.5692212581634521"
"result","306","1.5692543983459473"
"result","307","1.5692589282989502"
"result","308","1.569270133972168"
"result","309","1.5692861080169678"
"result","310","1.5692906379699707"
"result","311","1.5693011283874512"
"result","312","1.5693416595458984"
"result","313","1.5693514347076416"
"result","314","1.569373369216919"
"result","315","1.5694096088409424"
"result","316","1.5694189071655273"
"result","317","1.56943941116333"
"result","318","1.569474220275879"
"result","319","1.5694828033447266"
"result","320","1.5694994926452637"
"result","321","1.569521188735962"
"result","322","1.569528579711914"
"result","323","1.5695462226867676"
"result","324","1.5695786476135254"
"result","325","1.5695874691009521"
"result","326","1.5696072578430176"
"result","327","1.569641351699829"
"result","328","1.569650411605835"
"result","329","1.5696711540222168"
"result","330","1.5697054862976074"
"result","331","1.5697147846221924"
"result","332","1.569734811782837"
"result","333","1.5697689056396484"
"result","334","1.5697789192199707"
"result","335","1.5697996616363525"
"result","336","1.5698256492614746"
"result","337","1.5698306560516357"
"result","338","1.5698418617248535"
"result","339","1.569859266281128"
"result","340","1.569864273071289"
"result","341","1.5698747634887695"
"result","342","1.5698916912078857"
"result","343","1.5698964595794678"
"result","344","1.5699074268341064"
